"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"1991","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","221,048.740",""
"1991","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","212,457.016",""
"1991","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","207,561.778",""
"1991","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","144,284.649",""
"1991","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1991","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1991","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1991","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1991","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,423.001",""
"1991","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,415.628",""
"1991","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,379.794",""
"1991","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,457.337",""
"1991","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","1,870.895",""
"1991","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","1,870.895",""
"1991","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,652.244",""
"1991","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,494.007",""
"1991","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","16,668.367",""
"1991","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,565.664",""
"1991","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,364.412",""
"1991","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,941.426",""
"1991","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","51,457.484",""
"1991","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","51,084.113",""
"1991","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,214.650",""
"1991","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","41,526.750",""
"1991","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1991","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1991","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1991","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1991","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1991","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1991","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1991","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1991","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","254,084.396",""
"1991","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","252,224.431",""
"1991","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","247,679.098",""
"1991","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","154,866.284",""
"1991","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"1991","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"1991","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"1991","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"1992","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,444,300.518",""
"1992","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,391,842.115",""
"1992","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,322,315.676",""
"1992","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","966,272.982",""
"1992","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,133,761.106",""
"1992","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,085,749.769",""
"1992","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,026,627.678",""
"1992","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","763,753.566",""
"1992","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","55,571.609",""
"1992","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","50,538.099",""
"1992","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,855.760",""
"1992","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","34,013.120",""
"1992","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","21,018.164",""
"1992","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","20,429.414",""
"1992","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","19,905.830",""
"1992","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,874.948",""
"1992","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","44,159.785",""
"1992","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","43,980.123",""
"1992","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","42,843.132",""
"1992","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","29,444.127",""
"1992","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","19,922.523",""
"1992","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","18,450.738",""
"1992","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,651.879",""
"1992","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,731.276",""
"1992","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","343,727.758",""
"1992","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","337,329.449",""
"1992","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","319,461.903",""
"1992","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","231,892.884",""
"1992","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,460.484",""
"1992","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,326.979",""
"1992","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,208.012",""
"1992","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,547.263",""
"1992","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","10,370.145",""
"1992","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","10,042.427",""
"1992","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","9,733.203",""
"1992","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,489.280",""
"1992","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","25,540.736",""
"1992","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","22,110.291",""
"1992","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,308.280",""
"1992","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","15,122.675",""
"1992","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","97,678.562",""
"1992","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","92,121.597",""
"1992","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","87,424.898",""
"1992","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","63,736.466",""
"1992","France","Gross available energy","Total","Thousand tonnes of oil equivalent","237,853.802",""
"1992","France","Total energy supply","Total","Thousand tonnes of oil equivalent","231,967.796",""
"1992","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","219,966.016",""
"1992","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","149,999.254",""
"1992","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,508.907",""
"1992","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","7,484.758",""
"1992","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,709.721",""
"1992","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,657.513",""
"1992","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","153,469.878",""
"1992","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","149,296.710",""
"1992","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","140,934.493",""
"1992","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","116,422.556",""
"1992","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","1,918.704",""
"1992","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","1,573.965",""
"1992","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,812.457",""
"1992","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,088.461",""
"1992","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,324.347",""
